Month,Region,Channel,Product,Demographic,Units Sold,Return Rate,Avg Satisfaction,Social Engagement,Social Engagement Source
Oct 2023,Northeast,Online,Fresh Foam X,Boomer,304,0.19,4.4,,
Oct 2023,Northeast,Online,FuelCell Rebel,Gen Z,227,0.22,3.7,,
Oct 2023,Northeast,Online,FuelCell Rebel,Millennial,294,0.2,2.1,,
Oct 2023,Northeast,Online,FuelCell Rebel,Gen X,448,0.16,3.6,,
Oct 2023,Northeast,Online,FuelCell Rebel,Boomer,254,0.16,5.0,,
Oct 2023,Northeast,Online,880v13,Gen Z,246,0.15,4.6,,
Oct 2023,Northeast,Online,880v13,Millennial,398,0.19,3.8,,
Oct 2023,Northeast,Online,880v13,Gen X,152,0.16,3.7,,
Oct 2023,Northeast,Online,880v13,Boomer,189,0.17,4.1,,
Oct 2023,Northeast,Social Referral,Fresh Foam X,Gen Z,244,0.2,4.4,219.0,TikTok
Oct 2023,Northeast,Social Referral,Fresh Foam X,Millennial,152,0.11,4.4,461.0,Instagram
Oct 2023,Northeast,Social Referral,Fresh Foam X,Gen X,285,0.22,4.3,472.0,Instagram
Oct 2023,Northeast,Social Referral,Fresh Foam X,Boomer,239,0.31,4.7,551.0,TikTok
Oct 2023,Northeast,Social Referral,FuelCell Rebel,Gen Z,238,0.19,4.4,618.0,Instagram
Oct 2023,Northeast,Social Referral,FuelCell Rebel,Millennial,175,0.28,4.2,259.0,TikTok
Oct 2023,Northeast,Social Referral,FuelCell Rebel,Gen X,421,0.22,3.8,375.0,Facebook
Oct 2023,Northeast,Social Referral,FuelCell Rebel,Boomer,238,0.31,4.1,492.0,Twitter
Oct 2023,Northeast,Social Referral,880v13,Gen Z,234,0.22,4.5,339.0,Facebook
Oct 2023,Northeast,Social Referral,880v13,Millennial,253,0.22,4.5,572.0,Twitter
Oct 2023,Northeast,Social Referral,880v13,Gen X,324,0.22,3.3,640.0,TikTok
Oct 2023,Northeast,Social Referral,880v13,Boomer,161,0.25,3.7,323.0,Facebook
Oct 2023,South,In-Store,Fresh Foam X,Gen Z,354,0.05,3.7,,
Oct 2023,South,In-Store,Fresh Foam X,Millennial,174,0.09,3.4,,
Oct 2023,South,In-Store,Fresh Foam X,Gen X,281,0.09,3.8,,
Oct 2023,South,In-Store,Fresh Foam X,Boomer,442,0.05,3.5,,
Oct 2023,South,In-Store,FuelCell Rebel,Gen Z,169,0.09,4.1,,
Oct 2023,South,In-Store,FuelCell Rebel,Millennial,191,0.08,3.7,,
Oct 2023,South,In-Store,FuelCell Rebel,Gen X,223,0.09,3.8,,
Oct 2023,South,In-Store,FuelCell Rebel,Boomer,278,0.11,3.5,,
Oct 2023,South,In-Store,880v13,Gen Z,377,0.09,4.1,,
Oct 2023,South,In-Store,880v13,Millennial,345,0.07,4.5,,
Oct 2023,South,In-Store,880v13,Gen X,259,0.11,3.9,,
Oct 2023,South,In-Store,880v13,Boomer,440,0.1,4.2,,
Oct 2023,South,Online,Fresh Foam X,Gen Z,215,0.17,4.3,,
Oct 2023,South,Online,Fresh Foam X,Millennial,447,0.16,2.8,,
Oct 2023,South,Online,Fresh Foam X,Gen X,152,0.13,3.2,,
Oct 2023,South,Online,Fresh Foam X,Boomer,421,0.2,3.9,,
Oct 2023,South,Online,FuelCell Rebel,Gen Z,448,0.16,5.0,,
Oct 2023,South,Online,FuelCell Rebel,Millennial,271,0.16,3.8,,
Oct 2023,South,Online,FuelCell Rebel,Gen X,392,0.12,3.5,,
Oct 2023,South,Online,FuelCell Rebel,Boomer,369,0.18,3.9,,
Oct 2023,South,Online,880v13,Gen Z,230,0.16,3.6,,
Oct 2023,South,Online,880v13,Millennial,385,0.18,3.9,,
Oct 2023,South,Online,880v13,Gen X,325,0.22,3.1,,
Oct 2023,South,Online,880v13,Boomer,201,0.17,3.1,,
Oct 2023,South,Social Referral,Fresh Foam X,Gen Z,163,0.12,5.0,407.0,Instagram
Oct 2023,South,Social Referral,Fresh Foam X,Millennial,179,0.11,4.0,663.0,Facebook
Oct 2023,South,Social Referral,Fresh Foam X,Gen X,167,0.18,4.1,325.0,Twitter
Oct 2023,South,Social Referral,Fresh Foam X,Boomer,305,0.16,4.4,310.0,Instagram
Oct 2023,South,Social Referral,FuelCell Rebel,Gen Z,384,0.25,3.5,320.0,Twitter
Oct 2023,South,Social Referral,FuelCell Rebel,Millennial,178,0.15,4.4,526.0,Instagram
Oct 2023,South,Social Referral,FuelCell Rebel,Gen X,259,0.24,4.2,259.0,Twitter
Oct 2023,South,Social Referral,FuelCell Rebel,Boomer,273,0.16,4.7,385.0,TikTok
Oct 2023,South,Social Referral,880v13,Gen Z,193,0.12,4.4,429.0,Instagram
Oct 2023,South,Social Referral,880v13,Millennial,381,0.13,4.9,236.0,Twitter
Oct 2023,South,Social Referral,880v13,Gen X,352,0.19,4.3,715.0,TikTok
Oct 2023,South,Social Referral,880v13,Boomer,293,0.27,4.0,558.0,Twitter
Oct 2023,Midwest,In-Store,Fresh Foam X,Gen Z,246,0.08,3.8,,
Oct 2023,Midwest,In-Store,Fresh Foam X,Millennial,252,0.11,4.0,,
Oct 2023,Midwest,In-Store,Fresh Foam X,Gen X,405,0.06,4.1,,
Oct 2023,Midwest,In-Store,Fresh Foam X,Boomer,239,0.11,3.5,,
Oct 2023,Midwest,In-Store,FuelCell Rebel,Gen Z,437,0.06,3.9,,
Oct 2023,Midwest,In-Store,FuelCell Rebel,Millennial,376,0.05,3.8,,
Oct 2023,Midwest,In-Store,FuelCell Rebel,Gen X,211,0.1,3.4,,
Oct 2023,Midwest,In-Store,FuelCell Rebel,Boomer,291,0.05,3.8,,
Oct 2023,Midwest,In-Store,880v13,Gen Z,194,0.11,3.8,,
Oct 2023,Midwest,In-Store,880v13,Millennial,368,0.1,3.5,,
Oct 2023,Midwest,In-Store,880v13,Gen X,334,0.12,4.3,,
Oct 2023,Midwest,In-Store,880v13,Boomer,264,0.14,3.6,,
Oct 2023,Midwest,Online,Fresh Foam X,Gen Z,189,0.16,3.3,,
Oct 2023,Midwest,Online,Fresh Foam X,Millennial,292,0.21,3.9,,
Oct 2023,Midwest,Online,Fresh Foam X,Gen X,164,0.19,3.2,,
Oct 2023,Midwest,Online,Fresh Foam X,Boomer,153,0.16,4.3,,
Oct 2023,Midwest,Online,FuelCell Rebel,Gen Z,384,0.2,4.1,,
Oct 2023,Midwest,Online,FuelCell Rebel,Millennial,341,0.21,3.7,,
Oct 2023,Midwest,Online,FuelCell Rebel,Gen X,404,0.18,3.6,,
Oct 2023,Midwest,Online,FuelCell Rebel,Boomer,175,0.21,2.8,,
Oct 2023,Midwest,Online,880v13,Gen Z,406,0.17,3.3,,
Oct 2023,Midwest,Online,880v13,Millennial,292,0.14,4.4,,
Oct 2023,Midwest,Online,880v13,Gen X,264,0.18,3.9,,
Oct 2023,Midwest,Online,880v13,Boomer,231,0.2,3.0,,
Oct 2023,Midwest,Social Referral,Fresh Foam X,Gen Z,243,0.11,3.8,294.0,Twitter
Oct 2023,Midwest,Social Referral,Fresh Foam X,Millennial,306,0.26,3.2,629.0,Twitter
Oct 2023,Midwest,Social Referral,Fresh Foam X,Gen X,290,0.22,4.4,628.0,Facebook
Oct 2023,Midwest,Social Referral,Fresh Foam X,Boomer,343,0.28,3.9,259.0,Twitter
Oct 2023,Midwest,Social Referral,FuelCell Rebel,Gen Z,176,0.19,4.2,411.0,TikTok
Oct 2023,Midwest,Social Referral,FuelCell Rebel,Millennial,340,0.3,3.8,556.0,TikTok
Oct 2023,Midwest,Social Referral,FuelCell Rebel,Gen X,204,0.25,4.6,300.0,TikTok
Oct 2023,Midwest,Social Referral,FuelCell Rebel,Boomer,409,0.13,4.1,618.0,TikTok
Oct 2023,Midwest,Social Referral,880v13,Gen Z,283,0.22,3.3,796.0,TikTok
Oct 2023,Midwest,Social Referral,880v13,Millennial,261,0.13,3.9,546.0,Instagram
Oct 2023,Midwest,Social Referral,880v13,Gen X,386,0.14,4.3,344.0,Facebook
Oct 2023,Midwest,Social Referral,880v13,Boomer,261,0.13,4.6,378.0,Facebook
Oct 2023,West,In-Store,Fresh Foam X,Gen Z,417,0.07,3.1,,
Oct 2023,West,In-Store,Fresh Foam X,Millennial,190,0.16,4.1,,
Oct 2023,West,In-Store,Fresh Foam X,Gen X,198,0.08,4.1,,
Oct 2023,West,In-Store,Fresh Foam X,Boomer,219,0.11,3.9,,
Oct 2023,West,In-Store,FuelCell Rebel,Gen Z,225,0.05,4.4,,
Oct 2023,West,In-Store,FuelCell Rebel,Millennial,237,0.09,3.6,,
Oct 2023,West,In-Store,FuelCell Rebel,Gen X,401,0.09,3.6,,
Oct 2023,West,In-Store,FuelCell Rebel,Boomer,258,0.09,3.6,,
Oct 2023,West,In-Store,880v13,Gen Z,293,0.08,4.4,,
Oct 2023,West,In-Store,880v13,Millennial,372,0.08,4.0,,
Oct 2023,West,In-Store,880v13,Gen X,292,0.14,4.5,,
Oct 2023,West,In-Store,880v13,Boomer,239,0.13,3.8,,
Oct 2023,West,Online,Fresh Foam X,Gen Z,385,0.16,3.5,,
Oct 2023,West,Online,Fresh Foam X,Millennial,432,0.12,3.5,,
Oct 2023,West,Online,Fresh Foam X,Gen X,187,0.14,4.1,,
Oct 2023,West,Online,Fresh Foam X,Boomer,181,0.24,3.2,,
Oct 2023,West,Online,FuelCell Rebel,Gen Z,222,0.18,2.7,,
Oct 2023,West,Online,FuelCell Rebel,Millennial,175,0.17,2.6,,
Oct 2023,West,Online,FuelCell Rebel,Gen X,359,0.22,3.3,,
Oct 2023,West,Online,FuelCell Rebel,Boomer,314,0.18,4.0,,
Oct 2023,West,Online,880v13,Gen Z,189,0.2,3.6,,
Oct 2023,West,Online,880v13,Millennial,194,0.17,3.7,,
Oct 2023,West,Online,880v13,Gen X,207,0.15,3.6,,
Oct 2023,West,Online,880v13,Boomer,412,0.22,3.1,,
Oct 2023,West,Social Referral,Fresh Foam X,Gen Z,355,0.15,3.8,266.0,Twitter
Oct 2023,West,Social Referral,Fresh Foam X,Millennial,163,0.21,4.0,367.0,Instagram
Oct 2023,West,Social Referral,Fresh Foam X,Gen X,321,0.19,4.8,707.0,Facebook
Oct 2023,West,Social Referral,Fresh Foam X,Boomer,408,0.22,4.1,635.0,TikTok
Oct 2023,West,Social Referral,FuelCell Rebel,Gen Z,239,0.25,4.1,489.0,Facebook
Oct 2023,West,Social Referral,FuelCell Rebel,Millennial,219,0.17,4.5,726.0,Facebook
Oct 2023,West,Social Referral,FuelCell Rebel,Gen X,203,0.15,4.1,716.0,Instagram
Oct 2023,West,Social Referral,FuelCell Rebel,Boomer,158,0.2,3.9,231.0,TikTok
Oct 2023,West,Social Referral,880v13,Gen Z,188,0.24,5.0,783.0,Instagram
Oct 2023,West,Social Referral,880v13,Millennial,288,0.22,4.7,330.0,Twitter
Oct 2023,West,Social Referral,880v13,Gen X,243,0.24,4.7,391.0,Facebook
Oct 2023,West,Social Referral,880v13,Boomer,242,0.17,4.8,780.0,Facebook
Nov 2023,Northeast,In-Store,Fresh Foam X,Gen Z,200,0.13,4.3,,
Nov 2023,Northeast,In-Store,Fresh Foam X,Millennial,422,0.1,3.7,,
Nov 2023,Northeast,In-Store,Fresh Foam X,Gen X,383,0.09,3.6,,
Nov 2023,Northeast,In-Store,Fresh Foam X,Boomer,157,0.06,3.1,,
Nov 2023,Northeast,In-Store,FuelCell Rebel,Gen Z,327,0.1,4.4,,
Nov 2023,Northeast,In-Store,FuelCell Rebel,Millennial,203,0.12,4.7,,
Nov 2023,Northeast,In-Store,FuelCell Rebel,Gen X,334,0.05,4.3,,
Nov 2023,Northeast,In-Store,FuelCell Rebel,Boomer,152,0.09,3.8,,
Nov 2023,Northeast,In-Store,880v13,Gen Z,194,0.13,4.3,,
Nov 2023,Northeast,In-Store,880v13,Millennial,354,0.14,3.7,,
Nov 2023,Northeast,In-Store,880v13,Gen X,261,0.15,4.3,,
Nov 2023,Northeast,In-Store,880v13,Boomer,375,0.11,3.7,,
Nov 2023,Northeast,Online,Fresh Foam X,Gen Z,353,0.15,3.7,,
Nov 2023,Northeast,Online,Fresh Foam X,Millennial,251,0.09,3.1,,
Nov 2023,Northeast,Online,Fresh Foam X,Gen X,371,0.22,3.5,,
Nov 2023,Northeast,Online,Fresh Foam X,Boomer,301,0.22,3.2,,
Nov 2023,Northeast,Online,FuelCell Rebel,Gen Z,285,0.19,2.9,,
Nov 2023,Northeast,Online,FuelCell Rebel,Millennial,419,0.17,4.5,,
Nov 2023,Northeast,Online,FuelCell Rebel,Gen X,386,0.19,3.5,,
Nov 2023,Northeast,Online,FuelCell Rebel,Boomer,317,0.23,3.9,,
Nov 2023,Northeast,Online,880v13,Gen Z,296,0.1,4.3,,
Nov 2023,Northeast,Online,880v13,Millennial,310,0.2,4.4,,
Nov 2023,Northeast,Online,880v13,Gen X,432,0.12,3.5,,
Nov 2023,Northeast,Online,880v13,Boomer,309,0.19,3.5,,
Nov 2023,Northeast,Social Referral,Fresh Foam X,Gen Z,190,0.12,4.0,748.0,Facebook
Nov 2023,Northeast,Social Referral,Fresh Foam X,Millennial,304,0.07,4.8,643.0,Facebook
Nov 2023,Northeast,Social Referral,Fresh Foam X,Gen X,409,0.24,4.6,621.0,Instagram
Nov 2023,Northeast,Social Referral,Fresh Foam X,Boomer,283,0.2,4.1,451.0,Instagram
Nov 2023,Northeast,Social Referral,FuelCell Rebel,Gen Z,365,0.29,4.6,504.0,Instagram
Nov 2023,Northeast,Social Referral,FuelCell Rebel,Millennial,181,0.25,3.7,529.0,Instagram
Nov 2023,Northeast,Social Referral,FuelCell Rebel,Gen X,350,0.3,4.1,321.0,TikTok
Nov 2023,Northeast,Social Referral,FuelCell Rebel,Boomer,309,0.16,3.9,399.0,TikTok
Nov 2023,Northeast,Social Referral,880v13,Gen Z,393,0.29,3.8,456.0,Instagram
Nov 2023,Northeast,Social Referral,880v13,Millennial,417,0.14,4.7,657.0,Facebook
Nov 2023,Northeast,Social Referral,880v13,Gen X,268,0.14,4.4,376.0,TikTok
Nov 2023,Northeast,Social Referral,880v13,Boomer,284,0.21,4.0,319.0,Instagram
Nov 2023,South,In-Store,Fresh Foam X,Gen Z,225,0.07,3.8,,
Nov 2023,South,In-Store,Fresh Foam X,Millennial,200,0.07,3.4,,
Nov 2023,South,In-Store,Fresh Foam X,Gen X,234,0.11,3.9,,
Nov 2023,South,In-Store,Fresh Foam X,Boomer,197,0.06,3.8,,
Nov 2023,South,In-Store,FuelCell Rebel,Gen Z,393,0.11,3.9,,
Nov 2023,South,In-Store,FuelCell Rebel,Millennial,305,0.1,3.9,,
Nov 2023,South,In-Store,FuelCell Rebel,Gen X,199,0.13,3.1,,
Nov 2023,South,In-Store,FuelCell Rebel,Boomer,260,0.07,3.7,,
Nov 2023,South,In-Store,880v13,Gen Z,316,0.1,4.1,,
Nov 2023,South,In-Store,880v13,Millennial,211,0.14,3.6,,
Nov 2023,South,In-Store,880v13,Gen X,217,0.1,3.6,,
Nov 2023,South,In-Store,880v13,Boomer,411,0.06,3.2,,
Nov 2023,South,Online,Fresh Foam X,Gen Z,447,0.17,3.0,,
Nov 2023,South,Online,Fresh Foam X,Millennial,297,0.13,3.7,,
Nov 2023,South,Online,Fresh Foam X,Gen X,251,0.11,3.5,,
Nov 2023,South,Online,Fresh Foam X,Boomer,283,0.17,3.3,,
Nov 2023,South,Online,FuelCell Rebel,Gen Z,202,0.18,4.4,,
Nov 2023,South,Online,FuelCell Rebel,Millennial,377,0.17,3.3,,
Nov 2023,South,Online,FuelCell Rebel,Gen X,276,0.19,3.6,,
Nov 2023,South,Online,FuelCell Rebel,Boomer,267,0.2,4.1,,
Nov 2023,South,Online,880v13,Gen Z,357,0.14,3.8,,
Nov 2023,South,Online,880v13,Millennial,311,0.23,2.7,,
Nov 2023,South,Online,880v13,Gen X,220,0.19,3.3,,
Nov 2023,South,Online,880v13,Boomer,372,0.12,4.7,,
Nov 2023,South,Social Referral,Fresh Foam X,Gen Z,242,0.2,3.8,392.0,Facebook
Nov 2023,South,Social Referral,Fresh Foam X,Millennial,219,0.19,4.3,491.0,Instagram
Nov 2023,South,Social Referral,Fresh Foam X,Gen X,208,0.28,4.2,511.0,TikTok
Nov 2023,South,Social Referral,Fresh Foam X,Boomer,447,0.22,3.7,493.0,Twitter
Nov 2023,South,Social Referral,FuelCell Rebel,Gen Z,205,0.21,5.0,733.0,Instagram
Nov 2023,South,Social Referral,FuelCell Rebel,Millennial,437,0.15,3.8,250.0,Instagram
Nov 2023,South,Social Referral,FuelCell Rebel,Gen X,202,0.2,4.1,704.0,TikTok
Nov 2023,South,Social Referral,FuelCell Rebel,Boomer,300,0.16,4.3,568.0,Facebook
Nov 2023,South,Social Referral,880v13,Gen Z,408,0.2,4.0,581.0,Twitter
Nov 2023,South,Social Referral,880v13,Millennial,179,0.23,4.6,573.0,Twitter
Nov 2023,South,Social Referral,880v13,Gen X,195,0.16,5.0,424.0,Facebook
Nov 2023,South,Social Referral,880v13,Boomer,366,0.2,4.6,773.0,Facebook
Nov 2023,Midwest,In-Store,Fresh Foam X,Gen Z,307,0.15,4.8,,
Nov 2023,Midwest,In-Store,Fresh Foam X,Millennial,384,0.12,3.0,,
Nov 2023,Midwest,In-Store,Fresh Foam X,Gen X,396,0.12,3.3,,
Nov 2023,Midwest,In-Store,Fresh Foam X,Boomer,399,0.05,2.8,,
Nov 2023,Midwest,In-Store,FuelCell Rebel,Gen Z,206,0.05,3.8,,
Nov 2023,Midwest,In-Store,FuelCell Rebel,Millennial,216,0.14,3.6,,
Nov 2023,Midwest,In-Store,FuelCell Rebel,Gen X,217,0.1,4.1,,
Nov 2023,Midwest,In-Store,FuelCell Rebel,Boomer,272,0.16,3.9,,
Nov 2023,Midwest,In-Store,880v13,Gen Z,255,0.07,3.8,,
Nov 2023,Midwest,In-Store,880v13,Millennial,348,0.11,4.4,,
Nov 2023,Midwest,In-Store,880v13,Gen X,298,0.05,3.9,,
Nov 2023,Midwest,In-Store,880v13,Boomer,377,0.1,4.1,,
Nov 2023,Midwest,Online,Fresh Foam X,Gen Z,365,0.18,3.9,,
Nov 2023,Midwest,Online,Fresh Foam X,Millennial,348,0.16,4.3,,
Nov 2023,Midwest,Online,Fresh Foam X,Gen X,242,0.19,3.4,,
Nov 2023,Midwest,Online,Fresh Foam X,Boomer,159,0.13,4.4,,
Nov 2023,Midwest,Online,FuelCell Rebel,Gen Z,447,0.19,3.4,,
Nov 2023,Midwest,Online,FuelCell Rebel,Millennial,209,0.17,3.2,,
Nov 2023,Midwest,Online,FuelCell Rebel,Gen X,357,0.16,3.7,,
Nov 2023,Midwest,Online,FuelCell Rebel,Boomer,439,0.22,2.9,,
Nov 2023,Midwest,Online,880v13,Gen Z,373,0.22,2.8,,
Nov 2023,Midwest,Online,880v13,Millennial,401,0.17,2.6,,
Nov 2023,Midwest,Online,880v13,Gen X,406,0.22,3.6,,
Nov 2023,Midwest,Online,880v13,Boomer,300,0.21,2.9,,
Nov 2023,Midwest,Social Referral,Fresh Foam X,Gen Z,390,0.19,4.1,320.0,Instagram
Nov 2023,Midwest,Social Referral,Fresh Foam X,Millennial,365,0.23,4.0,422.0,Twitter
Nov 2023,Midwest,Social Referral,Fresh Foam X,Gen X,424,0.25,4.7,433.0,Twitter
Nov 2023,Midwest,Social Referral,Fresh Foam X,Boomer,426,0.18,3.9,388.0,Twitter
Nov 2023,Midwest,Social Referral,FuelCell Rebel,Gen Z,316,0.21,4.1,794.0,TikTok
Nov 2023,Midwest,Social Referral,FuelCell Rebel,Millennial,447,0.13,4.3,289.0,TikTok
Nov 2023,Midwest,Social Referral,FuelCell Rebel,Gen X,197,0.26,3.3,348.0,Twitter
Nov 2023,Midwest,Social Referral,FuelCell Rebel,Boomer,300,0.2,4.0,521.0,Instagram
Nov 2023,Midwest,Social Referral,880v13,Gen Z,199,0.26,4.5,426.0,TikTok
Nov 2023,Midwest,Social Referral,880v13,Millennial,291,0.09,4.9,533.0,TikTok
Nov 2023,Midwest,Social Referral,880v13,Gen X,349,0.18,4.2,400.0,Facebook
Nov 2023,Midwest,Social Referral,880v13,Boomer,358,0.19,3.6,229.0,TikTok
Nov 2023,West,In-Store,Fresh Foam X,Gen Z,302,0.11,3.4,,
Nov 2023,West,In-Store,Fresh Foam X,Millennial,230,0.1,4.7,,
Nov 2023,West,In-Store,Fresh Foam X,Gen X,448,0.15,4.0,,
Nov 2023,West,In-Store,Fresh Foam X,Boomer,223,0.12,4.0,,
Nov 2023,West,In-Store,FuelCell Rebel,Gen Z,321,0.11,4.7,,
Nov 2023,West,In-Store,FuelCell Rebel,Millennial,315,0.12,4.0,,
Nov 2023,West,In-Store,FuelCell Rebel,Gen X,447,0.1,4.5,,
Nov 2023,West,In-Store,FuelCell Rebel,Boomer,421,0.13,3.6,,
Nov 2023,West,In-Store,880v13,Gen Z,345,0.1,3.8,,
Nov 2023,West,In-Store,880v13,Millennial,184,0.11,3.3,,
Nov 2023,West,In-Store,880v13,Gen X,168,0.12,3.4,,
Nov 2023,West,In-Store,880v13,Boomer,415,0.07,3.6,,
Nov 2023,West,Online,Fresh Foam X,Gen Z,411,0.17,4.3,,
Nov 2023,West,Online,Fresh Foam X,Millennial,200,0.14,3.3,,
Nov 2023,West,Online,Fresh Foam X,Gen X,402,0.15,5.0,,
Nov 2023,West,Online,Fresh Foam X,Boomer,446,0.2,3.7,,
Nov 2023,West,Online,FuelCell Rebel,Gen Z,351,0.19,3.9,,
Nov 2023,West,Online,FuelCell Rebel,Millennial,291,0.11,3.6,,
Nov 2023,West,Online,FuelCell Rebel,Gen X,255,0.16,4.1,,
Nov 2023,West,Online,FuelCell Rebel,Boomer,227,0.21,3.5,,
Nov 2023,West,Online,880v13,Gen Z,446,0.2,2.9,,
Nov 2023,West,Online,880v13,Millennial,436,0.2,4.1,,
Nov 2023,West,Online,880v13,Gen X,202,0.17,2.5,,
Nov 2023,West,Online,880v13,Boomer,370,0.18,2.5,,
Nov 2023,West,Social Referral,Fresh Foam X,Gen Z,293,0.22,3.8,770.0,TikTok
Nov 2023,West,Social Referral,Fresh Foam X,Millennial,289,0.21,3.0,386.0,Facebook
Nov 2023,West,Social Referral,Fresh Foam X,Gen X,407,0.17,5.0,246.0,Twitter
Nov 2023,West,Social Referral,Fresh Foam X,Boomer,208,0.3,4.3,321.0,Instagram
Nov 2023,West,Social Referral,FuelCell Rebel,Gen Z,414,0.18,3.2,303.0,TikTok
Nov 2023,West,Social Referral,FuelCell Rebel,Millennial,153,0.23,4.8,686.0,Instagram
Nov 2023,West,Social Referral,FuelCell Rebel,Gen X,305,0.11,3.9,441.0,Instagram
Nov 2023,West,Social Referral,FuelCell Rebel,Boomer,185,0.1,4.2,583.0,Instagram
Nov 2023,West,Social Referral,880v13,Gen Z,347,0.2,5.0,549.0,TikTok
Nov 2023,West,Social Referral,880v13,Millennial,290,0.16,4.7,415.0,Facebook
Nov 2023,West,Social Referral,880v13,Gen X,194,0.24,4.1,247.0,Twitter
Nov 2023,West,Social Referral,880v13,Boomer,322,0.18,4.5,290.0,Facebook
Dec 2023,Northeast,In-Store,Fresh Foam X,Gen Z,374,0.14,3.8,,
Dec 2023,Northeast,In-Store,Fresh Foam X,Millennial,395,0.12,4.3,,
Dec 2023,Northeast,In-Store,Fresh Foam X,Gen X,406,0.09,4.1,,
Dec 2023,Northeast,In-Store,Fresh Foam X,Boomer,152,0.13,3.3,,
Dec 2023,Northeast,In-Store,FuelCell Rebel,Gen Z,184,0.1,3.8,,
Dec 2023,Northeast,In-Store,FuelCell Rebel,Millennial,309,0.11,4.0,,
Dec 2023,Northeast,In-Store,FuelCell Rebel,Gen X,174,0.08,4.0,,
Dec 2023,Northeast,In-Store,FuelCell Rebel,Boomer,338,0.11,4.4,,
Dec 2023,Northeast,In-Store,880v13,Gen Z,178,0.12,3.7,,
Dec 2023,Northeast,In-Store,880v13,Millennial,244,0.08,4.0,,
Dec 2023,Northeast,In-Store,880v13,Gen X,438,0.1,3.4,,
Dec 2023,Northeast,In-Store,880v13,Boomer,428,0.06,4.3,,
Dec 2023,Northeast,Online,Fresh Foam X,Gen Z,400,0.23,3.7,,
Dec 2023,Northeast,Online,Fresh Foam X,Millennial,172,0.15,4.1,,
Dec 2023,Northeast,Online,Fresh Foam X,Gen X,335,0.16,3.2,,
Dec 2023,Northeast,Online,Fresh Foam X,Boomer,288,0.16,3.1,,
Dec 2023,Northeast,Online,FuelCell Rebel,Gen Z,241,0.21,4.8,,
Dec 2023,Northeast,Online,FuelCell Rebel,Millennial,315,0.2,4.1,,
Dec 2023,Northeast,Online,FuelCell Rebel,Gen X,299,0.11,2.5,,
Dec 2023,Northeast,Online,FuelCell Rebel,Boomer,230,0.19,3.6,,
Dec 2023,Northeast,Online,880v13,Gen Z,435,0.24,3.5,,
Dec 2023,Northeast,Online,880v13,Millennial,185,0.22,4.4,,
Dec 2023,Northeast,Online,880v13,Gen X,349,0.18,2.1,,
Dec 2023,Northeast,Online,880v13,Boomer,425,0.18,2.7,,
Dec 2023,Northeast,Social Referral,Fresh Foam X,Gen Z,289,0.27,4.0,271.0,Twitter
Dec 2023,Northeast,Social Referral,Fresh Foam X,Millennial,372,0.18,4.4,695.0,Instagram
Dec 2023,Northeast,Social Referral,Fresh Foam X,Gen X,248,0.17,4.8,593.0,TikTok
Dec 2023,Northeast,Social Referral,Fresh Foam X,Boomer,241,0.24,4.0,426.0,Instagram
Dec 2023,Northeast,Social Referral,FuelCell Rebel,Gen Z,264,0.21,3.1,243.0,TikTok
Dec 2023,Northeast,Social Referral,FuelCell Rebel,Millennial,262,0.29,3.8,514.0,Facebook
Dec 2023,Northeast,Social Referral,FuelCell Rebel,Gen X,363,0.21,3.7,618.0,Instagram
Dec 2023,Northeast,Social Referral,FuelCell Rebel,Boomer,378,0.15,5.0,265.0,TikTok
Dec 2023,Northeast,Social Referral,880v13,Gen Z,158,0.18,4.3,507.0,Facebook
Dec 2023,Northeast,Social Referral,880v13,Millennial,289,0.26,3.9,786.0,Facebook
Dec 2023,Northeast,Social Referral,880v13,Gen X,153,0.16,4.3,769.0,TikTok
Dec 2023,Northeast,Social Referral,880v13,Boomer,202,0.15,4.9,522.0,Facebook
Dec 2023,South,In-Store,Fresh Foam X,Gen Z,394,0.11,4.4,,
Dec 2023,South,In-Store,Fresh Foam X,Millennial,308,0.09,4.7,,
Dec 2023,South,In-Store,Fresh Foam X,Gen X,348,0.08,4.0,,
Dec 2023,South,In-Store,Fresh Foam X,Boomer,273,0.06,3.5,,
Dec 2023,South,In-Store,FuelCell Rebel,Gen Z,153,0.13,3.5,,
Dec 2023,South,In-Store,FuelCell Rebel,Millennial,271,0.12,3.7,,
Dec 2023,South,In-Store,FuelCell Rebel,Gen X,430,0.16,4.2,,
Dec 2023,South,In-Store,FuelCell Rebel,Boomer,174,0.08,4.0,,
Dec 2023,South,In-Store,880v13,Gen Z,223,0.17,4.7,,
Dec 2023,South,In-Store,880v13,Millennial,226,0.07,3.3,,
Dec 2023,South,In-Store,880v13,Gen X,421,0.08,4.4,,
Dec 2023,South,In-Store,880v13,Boomer,180,0.05,3.4,,
Dec 2023,South,Online,Fresh Foam X,Gen Z,282,0.16,3.9,,
Dec 2023,South,Online,Fresh Foam X,Millennial,333,0.14,2.3,,
Dec 2023,South,Online,Fresh Foam X,Gen X,304,0.11,3.7,,
Dec 2023,South,Online,Fresh Foam X,Boomer,165,0.18,4.0,,
Dec 2023,South,Online,FuelCell Rebel,Gen Z,415,0.17,2.3,,
Dec 2023,South,Online,FuelCell Rebel,Millennial,221,0.17,4.0,,
Dec 2023,South,Online,FuelCell Rebel,Gen X,178,0.18,3.7,,
